#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_TOW_FW_9;You lie down completely hidden behind a cover made up of jungle leafs. You do not dare to believe your own eyes upon seeing the great green tide. Your company has just discovered a hidden outpost of those strange new creatures hiding within the thick jungle of Black Morass. Bloody red banners with strange crude black symbol flicker all over the savage camp. Spiked buildings have been erected in place of former jungle overgrowth and the war camp itself is cramped with muscular green foreigners. There could already be many thousands of them. You should return to your [Liege.GetKingQueen] and inform [Liege.GetHerHim] about this threat. If you manage to go out of the swamps unharmed, of course.;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_9;Men, be careful now. It is time to return home.;;;;;;;;;;;;;x
EVTTITLE_TOW_FW_10;A Sound Retreat;;;;;;;;;;;;;x
EVTDESC_TOW_FW_10;Verdant wilds of Black Morass claimed their first victim earlier that day when Timothy was engulfed by a huge carnivorous plant. There was no body to bury, no time for solace. The muscular green skinned warriors soon descended upon your company and decimated what has left. They were huge, towering over you and carrying weapons bigger than a grown up man. They spoke no known language and wear primitive hides.\nYou stand a sole survivor of that massacre now and you decide to return home and inform the [Liege.GetKingQueen]. Unfortunately, not many information of value was acclaimed.;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_10;Solace must wait. I have a long way to walk alone.;;;;;;;;;;;;;x
EVTTITLE_TOW_FW_11;A Great Hero Falls;;;;;;;;;;;;;x
EVTDESC_TOW_FW_11;There is a nervous soldier, a rugged footman, patiently waiting for his time to be summoned before you. His body is shaking as he approaches you and he is afraid to look at you. When you finally persuade him to speak up, he starts talking about absurd events happening down the south. It appears he was a member of the scouting party dispatched and led by [marshal.GetTitledFirstName] [marshal.GetHerselfHimself]. And he claims that he is all that is left of that party. They were ambushed by green skinned creatures of unseen brutality. Beasts double the size of man, their strength unmatched in combat. Even the brave hero of our age, the great [marshal.GetFullName] has fallen under their barbarian sway. They possess a great peril for our nation, sire. How shall we act?;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_11;We will avenge our fallen heroes. This is an act of war!;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_11_TOOLTIP;Start a preemptive war with the §Y[e_horde.GetName]§!.;;;;;;;;;;;;;x
EVTOPTB_TOW_FW_11;Prepare our defences. I fear the worst.;;;;;;;;;;;;;x
EVTTITLE_TOW_FW_12;Oncoming Unrest;;;;;;;;;;;;;x
EVTDESC_TOW_FW_12;Your grand marshal storms your chambers without a proper summon. It is early in the morning and [marshal.GetFirstName] looks filthy, rugged and on the brink of collapse. You ease [marshal.GetHerHim] and offer [marshal.GetHerHim] a cup of tea. [marshal.GetSheHeCap] insists to tell you what [marshal.GetSheHe] witnessed and what [marshal.GetSheHe] will not forget for the rest of [marshal.GetHerHis] life. [marshal.GetSheHeCap] personally led a scouting party into the unforgiving jungle. The Black Morass is now swarmed by green skinned creatures of pure brutality. [marshal.GetFirstName] is not able to tell you how many of them are there nor from where they came. But [marshal.GetSheHe] is convinced, that if we do not prepare, [k_stormwind.GetName] will be overwhelmed and eventually will fall.;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_12;That is terrible news. We shall stand together and defend our homeland whatever the cost.;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_12_TOOLTIP;Provinces bordering the §Y[e_horde.GetFullName]§! will have improved defences for 2 years.;;;;;;;;;;;;;x
EVTOPTB_TOW_FW_12;Rest now, my friend. The situation is less dire then what you think, for sure.;;;;;;;;;;;;;x
EVTTITLE_TOW_FW_13;Strange Creatures on the Horizon;;;;;;;;;;;;;x
EVTDESC_TOW_FW_13;Your grand marshal kneels before you and you already fear the worst. [marshal.GetSheHeCap] has it written in [marshal.GetHerHis] face. [marshal.GetFirstName] looks concerned, tired, [marshal.GetHerHis] armour bruised and beaten. You shake your head in disbelief when [marshal.GetSheHe] starts to tell you the tales of what happened to [marshal.GetHerHis] scouting expedition. 
They were ambushed not far into the jungle. They had no time to find anything of value. The rest is a short story filled with green monsters twice the size of a grown up man. It is the story of rage and destruction. [marshal.GetFirstName] is the only [marshal.GetManWoman] remaining of [marshal.GetHerHis] company. All others have been violently murdered by uncanny green brutes hiding in Black Morass. How shall we respond, sire?;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_13;We need to know more. Send another expedition.;;;;;;;;;;;;;x
EVTOPTB_TOW_FW_13;Rest now, my friend. The situation is less dire then what you think, for sure.;;;;;;;;;;;;;x
EVTTITLE_TOW_FW_14;Another Expedition;;;;;;;;;;;;;x
EVTDESC_TOW_FW_14;Your [Liege.GetQueenKing] asks of you that another expedition must be accomplished, as [Liege.GetSheHe] is not entirely sure as to what measures to take for the situation in the Black Morass.;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_14;I will bring definitive answers this time.;;;;;;;;;;;;;x
EVTTITLE_TOW_FW_15;Another Lost Expedition;;;;;;;;;;;;;x
EVTDESC_TOW_FW_15;When you meet with your grand marshal to discuss the latest news on the southern border, [marshal.GetSheHe] greets you with a grim face. Another expedition was lost in the jungle, never to be seen again. You understand now, that your kingdom faces a greater threat.;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_15;We must be ready, when the storm descends.;;;;;;;;;;;;;x
EVTTITLE_TOW_FW_16;A Dangerous Flight;;;;;;;;;;;;;x
EVTDESC_TOW_FW_16;Wind guides you as you fly on your gryphon. A venture into Black Morass was a swift one, although really concerning one. From the back of your steady gryphon you have seen part of the overgrowth stumped by green skinned barbarians, ones of intimidating physique. Somehow you possess some valuable information on them already, as it slowly resurfaces back into your mind. They are called orcs and they hail from a dying world by the name of Draenor somewhere in the stars.\nYou know one more thing. Orcs of Draenor travelled into black jungle through magical means. They have used a demonic magic known to you simply as fel to open a path in shape of a small portal situated in desolate place. A nefarious magic the fel is.\nWhen you bury yourself into your mind, one realisation is clear more and more. They have been told about your world of Azeroth. Somebody invited them on purpose...;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_16;Why is my mind suddenly so clouded?;;;;;;;;;;;;;x
EVTOPTB_TOW_FW_16;I shall inform [FromFrom.GetFirstName] immediately about my findings.;;;;;;;;;;;;;x
EVTTITLE_TOW_FW_17;A Lion at War;;;;;;;;;;;;;x
EVTDESC_TOW_FW_17;My [Root.GetQueenKing], those vile beasts are on the move at last. The orcs of the Horde have finally taken arms and now they march for a merciless war against us. There is no turning back. We stand at a great crossroad that shall shape our future for ever. These green skinned barbarians lust only for blood and nothing can quench their thirst for it. A potent magical source described as demonic fel empowers these creatures, so they possess intimidating inhuman strength and their warlocks are capable of casting meteorites onto the battlefield.\nOur courage and valour will be our best companions in these troubling times. Stout forts will serve as bastions of hope protecting our nation and your crown. Ready your man, sire. There is no time to hesitate.\nFor from this day, we are at war with the Horde.;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_17;For [k_stormwind.GetName]! I will not fail my people.;;;;;;;;;;;;;x
EVTTITLE_TOW_FW_18;A Lion at War;;;;;;;;;;;;;x
EVTDESC_TOW_FW_18;[Root.PrimaryTitle.GetFOA], those vile beasts are on the move at last. The orcs of the Horde have finally taken arms and now they march for a merciless war against us. There is no turning back. We stand at a great crossroad that shall shape our future for ever. These green skinned barbarians lust only for blood and nothing can quench their thirst for it. A potent magical source described as demonic fel empowers these creatures, so they possess intimidating inhuman strength and their warlocks are capable of casting meteorites onto the battlefield.\nOur courage and valour will be our best companions in these troubling times. Stout forts will serve as bastions of hope protecting our nation and your crown. Ready your man, sire. There is no time to hesitate.\nFor from this day, we are at war with the Horde.;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_18;For [k_stormwind.GetName]! I will not fail my people.;;;;;;;;;;;;;x
EVTTITLE_TOW_FW_19;A New Age;;;;;;;;;;;;;x
EVTDESC_TOW_FW_19;Loneliness is consuming you once more, master. Many years have passed since the last banquet of Karazhan was held within these halls. Those joyous times are long gone. By now your only companions left are Moroes, your faithful servant, and the last remnants of your sanity. A strange moodiness clouds your judgement and rules over your common sense. You are the knowledgeable guardian, yet any knowledge required to cure you is alluding you still.\nMaster, those foolish amateurs from [k_dalaran.GetName], the so called archmages would like to know the secrets of your mysterious tower. They have tried in the past to retrieve those mysteries from your vault into their power hungry possession and they will try again in the future for sure. A young apprentice named [khadgar.GetFirstName] now stands before you. Sent by mages of Kirin Tor [khadgar.GetSheHe] is nervously lowering [khadgar.GetHerHis] head in fear and respect. [khadgar.GetHerHisCap] eyes shine in wonder though and you see a great potential in this young one. Could [khadgar.GetSheHe] be the one to provide you a much needed company in this tower of dread?;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_19;Come forward, [khadgar.GetFirstName]. I have a task for you.;;;;;;;;;;;;;x
EVTOPTB_TOW_FW_19;I need no company. Be gone!;;;;;;;;;;;;;x
EVTTITLE_TOW_FW_20;A Lion under Siege;;;;;;;;;;;;;x
EVTDESC_TOW_FW_20;Master, your mind has been clouded for several days still. Well-known powers are consuming your spirit and they do not plan to stop there. You have been inflicted with vicious fel magic. That green curse fills your body with giddiness. Or is the curse how you want to call it?\nShall not you consider it a gift? Your magical prowess grew stronger ever since the orcs came onto this world. You feel as you could level the mountains, relocating the oceans far... The power is intoxicating and seductive. Is it supposed to be? Shall you become the avatar of change?\nWhich side are you on, master?;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_20;I shall bring ruin! Sargeras calls me hence.;;;;;;;;;;;;;x
EVTOPTB_TOW_FW_20;No, I will not give in... Not yet!;;;;;;;;;;;;;x
EVTTITLE_TOW_FW_21;A New World;;;;;;;;;;;;;x
EVTDESC_TOW_FW_21;Aka’magosh, great warchief, almighty [Root.GetFirstNameWithNick], warlord of the [Root.GetLastWordInDynastyName] clan. Welcome to the new world. It is lush and full of ripe fruits to feed our hungry. A wild prey is plentiful and local civilization is weak. You have listened to Gul’dan, you have guided your people through the Dark Portal and here you stand. Finally in all its glory, you see another world ready to be conquered. In a short moment, your home world of Draenor just became only a distant memory in the stars beyond. In order to take these lands for the Horde, you have to deal with the locals first. Scouts have noticed at least two other races inhabiting this jungle region and its surroundings. Pink skinned humans with massive stone fortresses and plate armour are the first. Blue skinned trolls, lanky creatures living in many temple ruins dotting the overgrowth nearby, are the second. This is perfect opportunity to wipe them clear and sooth your lust for blood. The humans particularly seem to be much more of the fun.;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_21;This land belongs to the Horde now! Lok-Tar Ogar!;;;;;;;;;;;;;x
EVTTITLE_TOW_FW_22;Decorated Warrior;;;;;;;;;;;;;x
EVTDESC_TOW_FW_22;[Root.PrimaryTitle.GetFOA], one of your brave warriors have come to your tent with an interesting report. They have ambushed a human scouting party far north. Those weaklings didn’t stand a chance, but one of them was particularly strange. Your warriors have dragged his body to your main base, so you could see him with your own eyes.\nA balding man with decorated armour lies by your feet, his body now completely lifeless. Golden ornaments were not able to protect his life. In the end, all humans will fall.;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_22;On the stake with him.;;;;;;;;;;;;;x
EVTTITLE_TOW_FW_23;Retaliation Strike;;;;;;;;;;;;;x
EVTDESC_TOW_FW_23;[Root.PrimaryTitle.GetFOA], one of your brave warriors have come to your tent with an interesting report. They have ambushed a human scouting party far north. Those weaklings didn’t stand a chance, but one of them was particularly strange. Your warriors have dragged his body to your main base, so you could see him with your own eyes.\nA balding man with decorated armour lies by your feet, his body now completely lifeless. Golden ornaments were not able to protect his life. Soon you do realize that this act will not go unanswered. You must hastily ready your warriors. The Horde at war!;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_23;To arms! Today we feast!;;;;;;;;;;;;;x
EVTTITLE_TOW_FW_24;Retaliation Strike;;;;;;;;;;;;;x
EVTDESC_TOW_FW_24;[Root.PrimaryTitle.GetFOA], the time has come. We will no longer hide behind the trees. Now we will hunt all those puny humans and we will feast on their blood. The Horde marches for war!\nYou have called all your warlords present on this world. It is an army to behold. Each of your warriors has been empowered by a godly gift. Blood of Mannaroth has made them unstoppable; fel magic has granted your warlocks power unimaginable. And there is also this ever urging lust for blood, for violence, for war. With such determination, you will conquer this world within months.\nNothing more but a victory awaits you, as your banners fly high and your grunts march for war.;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_24;Lok-tar Ogar! For the Horde!;;;;;;;;;;;;;x
EVTOPTB_TOW_FW_24;No, we are not prepared yet!;;;;;;;;;;;;;x
EVTOPTB_TOW_FW_24_TOOLTIP;You gain an §YInvasion§! casus belli against the §Y[k_stormwind.GetFullName]§! for 5 years.;;;;;;;;;;;;;x
EVTTITLE_TOW_FW_25;A New World;;;;;;;;;;;;;x
EVTDESC_TOW_FW_25;Aka’magosh, [Root.GetFirstNameWithNick], mighty warlord of the [Root.GetLastWordInDynastyName] clan. Welcome to the new world. It is lush and full of ripe fruits to feed our hungry. A wild prey is plentiful and local civilization is weak. You have listened to Gul’dan, you have guided your people through the Dark Portal and here you stand. Finally in all its glory, you see another world ready to be conquered. In a short moment, your home world of Draenor just became only a distant memory in the stars beyond. In order to take these lands for the Horde, you have to deal with the locals first. Scouts have noticed at least two other races inhabiting this jungle region and its surroundings. Pink skinned humans with massive stone fortresses and plate armour are the first. Blue skinned trolls, lanky creatures living in many temple ruins dotting the overgrowth nearby, are the second. This is perfect opportunity to wipe them clear and sooth your lust for blood. The humans particularly seem to be much more of the fun.\nWarchief [TopLiege.GetFirstName] will surely bring vitory to your people.;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_25;Lok-Tar Ogar!;;;;;;;;;;;;;x
EVTTITLE_TOW_FW_26;A Lion to Hunt;;;;;;;;;;;;;x
EVTDESC_TOW_FW_26;Warlord, the time has come. We will no longer hide behind the trees. Now we will hunt all those puny humans and we will feast on their blood. The Horde marches for war!\nYou have called all your warriors present on this world. With every other clan, it is an army to behold. Each of your warriors has been empowered by a godly gift. Blood of Mannaroth has made them unstoppable; fel magic has granted your warlocks power unimaginable. And there is also this ever urging lust for blood, for violence, for war. With such determination, we will conquer this world within months.\nNothing more but a victory awaits us, as the Horde’s banners fly high and your grunts march for war;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_26;Lok-tar Ogar! For the Horde!;;;;;;;;;;;;;x
EVTTITLE_TOW_FW_27;A New Age;;;;;;;;;;;;;x
EVTDESC_TOW_FW_27;Greetings, lord [Root.GetDynName]. For the years past you have served the [k_stormwind.GetName] crown with pride and valour. The lands bestowed upon you have flourished never more. Last eighteen years were truly bountiful and fertile. Your subjects do not hunger, your burghers do not grumble. The stock is fed and the fields are golden with ripe grain every year.\nYet this prosperity is not to last forever. Dark clouds grasp the horizon in the south where the perilous jungle of Black Morass wakes from its dormant state. There is a threat on the move. Monstrous green skinned warriors now roam the jungle uncontested. We do not know, when or where will they strike out but we shall stand prepared. ;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_27;For [k_stormwind.GetName]! For the [Liege.GetQueenKing]!;;;;;;;;;;;;;x
EVTTITLE_TOW_FW_28;A New Age;;;;;;;;;;;;;x
EVTDESC_TOW_FW_28;Greetings, lord [Root.GetDynName], a great hero of [k_stormwind.GetName]. Your renown precedes you. The tales of your deeds and bravery are sung and celebrated across the realms of men. Your bloodline stretches far into the past, to glorious days of Arathor. As the last descendant of Thoradin you feel as a great responsibility is resting on your shoulders uneasily. Your legendary ancestor once unified all of human tribes to preserve your race and your culture. Together with high elves, he fended off a threat of mighty troll invasion. Now it is up to you to be a hero, that mankind needs.;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_28;I will not fail my country or my friend, [Liege.GetQueenKing] [Liege.GetFirstName]. For Azeroth!;;;;;;;;;;;;;x
EVTTITLE_TOW_FW_29;A New Age;;;;;;;;;;;;;x
EVTDESC_TOW_FW_29;Greetings, [Root.PrimaryTitle.GetFOA]. As the sun descends, you watch over your city with pride. You have made your kingdom strong and wealthy. Years of peace provided much needed stability and now you stay confident, that no one can threaten your realm without severe consequences.\nAlas, some concerning news from the south emerged. Your [k_stormwind.GetName] brothers feel endangered by brute green skinned barbarians appearing in Black Morass.;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_29;This is not our concern.;;;;;;;;;;;;;x
EVTOPTB_TOW_FW_29;Those pathetic fools cannot handle few savages by themselves.;;;;;;;;;;;;;x
EVTOPTC_TOW_FW_29;We shall help our fellow brethren.;;;;;;;;;;;;;x
EVTTITLE_TOW_FW_30;A New Age;;;;;;;;;;;;;x
EVTDESC_TOW_FW_30;Greetings, [Root.PrimaryTitle.GetFOA]. As the sun descends, you watch over your city with pride. You have made your lands strong and wealthy. Years of peace provided much needed stability and your [TopLiege.GetTitle] has been as benevolent and just as you could only hope for.\nAlas, some concerning news from the south emerged. Your [k_stormwind.GetName] brothers feel endangered by brute green skinned barbarians appearing in Black Morass.;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_30;This is concern for my liege.;;;;;;;;;;;;;x
EVTOPTB_TOW_FW_30;Those pathetic fools cannot handle few savages by themselves.;;;;;;;;;;;;;x
EVTTITLE_TOW_FW_31;A New Age;;;;;;;;;;;;;x
EVTDESC_TOW_FW_31;Ba’la dash, [Root.PrimaryTitle.GetFOA]. As the sparks fly high from the blistering waters of Sunwell, you watch over [Root.PrimaryTitle.GetName] with pride. You have made your kingdom strong and wealthy. Years of peace provided much needed stability and now you stay confident, that no one can threaten your realm without severe consequences.\nAlas, some concerning news from the south emerged. Humans of [k_stormwind.GetName] feel endangered by brute green skinned barbarians appearing in Black Morass.;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_31;Typical human squabble. Leave it to be.;;;;;;;;;;;;;x
EVTOPTB_TOW_FW_31;How pathetic. Shame on them.;;;;;;;;;;;;;x
EVTOPTC_TOW_FW_31;We shall honour our old alliances.;;;;;;;;;;;;;x
EVTTITLE_TOW_FW_32;A New Age;;;;;;;;;;;;;x
EVTDESC_TOW_FW_32;Ba’la dash, [Root.PrimaryTitle.GetFOA]. As the sun descends, you watch over your city with pride. You have made your lands strong and wealthy. Years of peace provided much needed stability and your king has been as benevolent and just as you could only hope for.\nAlas, some concerning news from the south emerged. Humans of [k_stormwind.GetName] feel endangered by brute green skinned barbarians appearing in Black Morass.;;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_32;Typical human squabble. Leave it to be.;;;;;;;;;;;;;x
EVTOPTB_TOW_FW_32;How pathetic. Shame on them.;;;;;;;;;;;;;x
EVTTITLE_TOW_FW_33;A New Age;;;;;;;;;;;;;x
EVTDESC_TOW_FW_33;Well met, [Root.PrimaryTitle.GetFOA]. As thou hammerers work on thy’ forges, ye watch over yer city with pride. Ye have made yer lands strong and plenty. Years of peace gotcha stability and now ye can go safely to yer mead halls tae got some drink an’ celebrate.\nYet ye got some news from the south. Throng of some greenskins flock in the jungle.;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_33;And what of it?;;;;;;;;;;;;;x
EVTOPTB_TOW_FW_33;By old Anvilmar’s beard, gimme some ale.;;;;;;;;;;;;;x
EVTOPTC_TOW_FW_33;We should help them lads. Thy’ deserve our hammers.;;;;;;;;;;;;;x
EVTTITLE_TOW_FW_34;A New Age;;;;;;;;;;;;;x
EVTDESC_TOW_FW_34;Well met, [Root.PrimaryTitle.GetFOA]. As thou hammerers work on thy’ forges, ye watch over yer city with pride. Ye have made yer lands strong and plenty. Years of peace gotcha stability and now ye can go safely to yer mead halls tae got some drink an’ celebrate.\nYet ye got some news from the south. Throng of some greenskins flock in the jungle.;;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_34;And what of it?;;;;;;;;;;;;;x
EVTOPTB_TOW_FW_34;By old Anvilmar’s beard, gimme some ale.;;;;;;;;;;;;;x
EVTTITLE_TOW_FW_35;A New Age;;;;;;;;;;;;;x
EVTDESC_TOW_FW_35;Salutations, [Root.PrimaryTitle.GetFOA]. As your inventors ride their mechanical machines back into the garages, you observe and you are content with yourself. You have tinkered magnificent inventions over the years and [Root.PrimaryTitle.GetName] prospers.\nYet, some concerning news from the south emerged. Humans of [k_stormwind.GetName] feel endangered by some green skinned barbarians appearing in Black Morass.;;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_35;This is not our concern.;;;;;;;;;;;;;x
EVTTITLE_TOW_FW_36;A New Age;;;;;;;;;;;;;x
EVTDESC_TOW_FW_36;Loa be prised, [Root.PrimaryTitle.GetFOA]. Ya have been waitin long enough mon, lickin your wounds from da previous war with them humans. Ya have been waitin in da shadows to strike in da proper moment. Tae spill their blood again.\nYet ya maybe not getting da chance. Green skinned hunters skulk in da Black Morass. Them be bigger then ya, mon. Maybe it’s good time to wait a little longer, mon.;;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_36;Maybe it is.;;;;;;;;;;;;;x
EVTOPTB_TOW_FW_36;Prepare for war, mon.;;;;;;;;;;;;;x
EVTOPTC_TOW_FW_36;Maybe they be of da same nature.;;;;;;;;;;;;;x
EVTTITLE_TOW_FW_37;A New Age;;;;;;;;;;;;;x
EVTDESC_TOW_FW_37;Loa be prised, [Root.PrimaryTitle.GetFOA]. Ya have been waitin long enough mon, lickin your wounds from da previous war with them humans. Ya have been waitin in da shadows to strike in da proper moment. Tae spill their blood again.\nYet ya maybe not getting da chance. Green skinned hunters skulk in da Black Morass. Them be bigger then ya, mon. Maybe it’s good time to wait a little longer, mon.;;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_37;Maybe it is.;;;;;;;;;;;;;x
EVTTITLE_TOW_FW_38;A New Age;;;;;;;;;;;;;x
