#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;;;;;;;;;;;;;;;
PROV145;Old Drustlands;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV146;Shrouded Foothills;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV147;Iceveil;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV148; ;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV149; ;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV150;Dun Garok;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV151;Tarren Mill;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV152;Hillsbrad;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV153;Southpoint;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV154;Southshore;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV155;Baywatch;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV156;Darrow Hill;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV157;Marchford;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV158;Hinterpass;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV159;Durnholde;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV160;Eastpoint;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV161;Stromgarde;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV162;Faldir's Cove;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV163;Hammerfall;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV164;Refuge;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV165;Western Arathi Basin;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV166;Eastern Arathi Basin;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV167;Barkskin Grove;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV168;Dustdigger Coast;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV167;Hunter's Stretch;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV168;Lonely Shore;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV169;Bouldercoast;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV170;Bearded Crossing;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV171;Midland;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV172;Bindstone;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV173;Scionmark;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV174;Westvigil;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV175;Northfist;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV176;The Aegis;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV177;Strongmarch;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV178;Seradane;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV179;Aerie Peak;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV180;Quel'Danil;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV181;Shadra'Alor;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV182;Hiri'watha;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV183;Jintha'Alor;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV184;Loaspeaker Rise;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV185;Shaol'watha;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV186;Dreaming Woods;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV187;Agol'watha;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV188;Backland;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV189;Revan Coast;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV190;Shelled Shore;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV191;Emerald Strand;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV192; ;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV193; ;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV194; ;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV195; ;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV196; ;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV197;The Twilight Ridge;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV198;Lordaeron Highlands;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV199;Pinewood Gorge;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV200;Highwood;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV201;Menethil Island;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV202;The Alpine Coast;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV203;Angerfang Cliffs;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV204;Bluegill Marsh;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV205;Sundown Marsh;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV206;Dun Modr;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV207;Mosshide Fen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV208;Raptor Ridge;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV209;The Green Belt;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV210;Grim Batol;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV211;Dragonmaw Pass;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV212;Vermillion Redoubt;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV213;Wyrm's Bend;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV214;Glopgut's Hollow;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV215;The Krazzworks;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV216;Highbank;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV217;Dragonmaw Port;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV218;Thunderstrike Mountain;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV219;Thundermar;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV220;Bloodgulch;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV221;The Obisidian Forest;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV222;Elementium Cliffs;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV223;Dunwald;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV224;Highland Forest;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV225;Twilight Shore;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV226;Whiteridge;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV227;Blackridge;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV228;Gnomeregan;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV229;Frostmane Hold;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV230;Whitwend;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV231;Iceflow;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV232;Shimmer Ridge;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV233;Ironforge;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV234;Anvilmar;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV235;Frostrock;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV236;Chill Breeze Valley;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV237;Grizzled Valley;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV238;Kharanos;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV239;Dun Morogh Heights;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV240;Tundrid Hills;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV241;Helm's Bed;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV242;South Gate Pass;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV243;North Gate Pass;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV244;Amber Valley;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV245;Tinkertown;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV246;Deeprun;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV247;Algaz;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV248;Stonewrought Dam;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV249;Thelsamar;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV250;Silverbank;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV251;Loch Islands;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV252;Valley of Kings;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV253;Blackhammer Tunnels;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV254;Scorched Passage;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV255;Stonesplinter Valley;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV256;Ironhill;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV257;Ranger's Rest;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV258;Lochollow;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV259;Lochside;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV260;Uldaman;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV261;Angor;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV262;Fuselight;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV263;Dustshore;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV264;Dustwind Gulch;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV265;Lethlor Ravine;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV266;The Dustbowl;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV267;Valley of Fangs;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV268;Agmond's End;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV269;Apocryphan's Rest;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV270;Mirage Flats;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV271;Dustbelch;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV272;Dustfire Valley;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV273;Blackrock Spire;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV274;Blackrock Depths;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV275;Iron Summit;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV276;Sea of Cinders;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV277;The Cauldron;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV278;Pyrox Flats;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV279;Thorium Point;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV280;Firewatch Ridge;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV281;Grimrock;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV282;Blackchar Caves;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV283;Rumbling Depths;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV284;Bonepicker Tunnels;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV285;Blacklight;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV286;Blind Deeps;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV287;The Chain of Hunger;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV288;Ragechasm;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV289;The Forgotten Expanse;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV290;Lith;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV291;Izzatun;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV292;Blackrock Pass;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV293;Morgan's Vigil;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV294;Dreadmaul Rock;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV295;Terrowing Path;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV296;Draco'dar;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV297;Warlock's Rise;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV298;The Pillar of Ash;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV299;Scorched Cliffs;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV300;Thaurissan;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV301;Flamecrest;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV302;Valley of Ashes;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV303;The Mournland;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV304;Basalt Waste;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV305;Rethban Rock;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV306;Searing Peak;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV307;Ashen Path;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV308;Red Way;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV309;Lakeshire;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV310;Redridge Canyons;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV311;Stonewatch;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV312;Galardell Valley;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV313;Three Corners;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV314;Redwind Valley;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV315;Everdell;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV316;Honorfield;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV317;Everstill Fields;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV318;Stormwind;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV319;Blue Coast;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV320;Balor;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV321;Vashj'ir;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV322;Mirrorwood;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV321;Northshire;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV323;Goldshire;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV324;Forest's Edge;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV325;Stone Cairn Isle;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV326;Jasper Ridge;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV327;Stonewood;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV328;Eastvale;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV329;Ridgewood;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV330;Fertile Fields;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV331;Riverdale;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV332; ;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
